api_duration_s,api_size_kib,band_high_jump_db,band_low_jump_db,band_mid_jump_db,baseline_brightness_db,baseline_db,brightness_change_db,broadband_jump_db,change_1000ms_db,change_100ms_db,change_250ms_db,change_500ms_db,change_50ms_db,classification,crest_db,detection_mode,duration_s,event_at_s,event_brightness_db,event_db,event_duration_s,event_near_clip_pct,event_peak_dbfs,event_persistence,event_spectral_flatness,event_zcr,file,jump_db,label,max_spectral_flux,md5,old_classification,old_dynamic_range_db,old_jump_at_s,old_max_jump_db,old_median_db,old_peak_window_db,old_score,p10_db,p25_db,p50_db,p75_db,p90_db,p95_db,p99_db,path,peak_dbfs,peak_to_median_db,raw_baseline_dbfs,raw_event_dbfs,raw_jump_db,raw_median_dbfs,rms_dbfs,sample_above_-12db_pct,sample_above_-3db_pct,sample_above_-6db_pct,sample_above_-9db_pct,score,spectral_flux_at_event,spectral_flux_near_event,spectral_shape_distance,start_at_s,start_brightness_db,start_duration_s,start_event_db,start_near_clip_pct,start_score,start_spectral_flatness,status,suspicious,transition_score,window_above_-12db_pct,window_above_-3db_pct,window_above_-6db_pct,window_above_-9db_pct
17,3412,8.402756540770923,22.29380145330447,22.82980902135833,-12.279374701484453,-48.63109485495733,0.1109896345261383,8.402756540770923,63.15976364525677,43.86531330996247,47.64424506424547,77.78886195153385,27.576592195979956,normal,24.222057230686428,normal,17.207375,10.65,-12.168385066958315,-19.808234037147695,0.0,0.0,-5.387749671936035,0.0,0.0006118852439554335,0.07697121401752191,17882616869150172882.mp4,28.822860817809637,unlabeled,0.5310689018613713,b101a840ecde6acb855a6090a4562e50,normal,19.543095806190436,0.5,53.14636696000361,-31.179184418789497,-11.636088612599062,2,-66.7089701365988,-61.11811626185003,-34.951289109427975,-24.06548690647571,-19.99021578094542,-18.680754210693614,-16.198119823194485,/b/src/336185346/17882616869150172882.mp4,-0.529089629650116,23.62312758627351,-47.953024786603294,-19.260344164303685,28.69268062229961,-34.92635915243264,-24.751146860336544,0.6991279069767442,0.008175872093023256,0.04087936046511628,0.19694767441860464,0.006344266839266963,0.15845314715772454,0.224148403163576,0.4726938449872245,1.1500000000000001,-5.4916186641480405,0.0,-18.422049408013855,0.0,0.0001648429589385955,0.019907184155252847,ok,False,0.006344266839266963,0.29069767441860467,0.0,0.0,0.0
168,15967,-8.200275498016389,7.774788119086114,-6.139398549286099,-12.855117480284441,-14.36617758458555,-3.2455984249101135,-8.200275498016389,77.36976042023484,69.78509150329216,75.27917934159798,75.77047735907296,38.10199364965292,normal,12.56215375470042,normal,168.87875,55.550000000000004,-16.100715905194555,-9.554091195749827,0.0,1.3,0.1323377639055252,0.0,0.004969976488668057,0.04693366708385482,17882072935740453586.mp4,4.8120863888357235,unlabeled,0.5695789993639234,db830b9ee4794462d03bf9081993bdd6,normal,5.595535982297353,0.5,74.99959075747617,-12.340330275409354,-6.744794293112001,2,-19.592836333734528,-17.06569827153777,-14.730790439011221,-12.394884761400796,-10.429727922444293,-9.445810766708862,-8.246832677155112,/b/src/336185346/17882072935740453586.mp4,0.6441546082496643,8.122508859535287,-12.114940189018675,-8.829404980715825,3.28553520830285,-12.553720959147803,-11.917999146450756,28.90477864968907,1.265823956174119,5.680707728753331,15.375296120817294,0.00618623772268695,0.2713364943828362,0.32728516196513785,0.5078717480941272,1.6500000000000001,-11.427634047232818,0.0,-12.982250635317644,0.32187499999999997,0.003091469662796822,0.02287452457373177,ok,False,0.00618623772268695,21.024578027835357,0.0,0.0,2.9908202546639027
100,20111,2.993274108304224,11.876234567734521,6.770808376871157,-16.73801055947058,-26.606937066233087,1.8014376635438296,2.993274108304224,12.424128415078629,11.084631184871554,12.676648315615505,12.291059409529227,6.037912836278171,normal,15.578273180333031,normal,100.6005,98.4,-14.936572895926751,-16.3533846081119,0.0,0.0,-6.750479698181152,0.0,0.00044235906329224354,0.05506883604505632,17881887456220927927.webm,10.253552458121188,unlabeled,0.481518560953855,54e8d9e9b4b2095fd1c10e0829e4e4d3,normal,3.7679340993742283,90.60000000000001,9.761786625647197,-15.865504707901017,-12.09757060852679,0,-27.353382889496256,-23.173475540216455,-16.05550698697285,-14.784518777659596,-13.991940969989457,-13.547487749233486,-12.925453133825497,/b/src/336185346/17881887456220927927.webm,-0.8211519718170166,3.8550823021773333,-25.700976280582353,-15.682573381616532,10.018402898965821,-15.961725062041438,-16.399425152150048,10.645129224652088,0.011679920477137177,0.45175820079522866,3.343066600397614,0.006018232499309771,0.3451354343911653,0.4063656631240315,0.8806573305817512,0.0,-13.142582747952872,0.0,-17.302743166362838,0.0,0.00028286188245150355,0.002356395537924971,ok,False,0.006018232499309771,0.0,0.0,0.0,0.0
115,8597,8.569638264967086,19.615290976856787,17.267839401258502,-28.579734812759586,-35.3827304737474,12.457137316706781,8.569638264967086,20.81911967407,17.29394042266222,20.37068489620241,20.813490181739997,11.603284552060234,normal,11.572541679638316,normal,115.66,108.80000000000001,-16.122597496052805,-18.843445035918798,0.0,0.0,-3.6426987648010254,0.0,6.603964369859041e-06,0.04130162703379224,17883503340201876185.mp4,16.539285437828603,unlabeled,0.5583226354952753,e0500262d26f3e28a426468f19b5bbef,normal,0.3464566280677328,97.5,3.7704370148188797,-11.019310763797197,-10.672854135729464,0,-34.54992550816758,-32.554663057093926,-30.76683783940948,-29.168405870695587,-27.05040497597968,-23.839824409501112,-17.263789986905504,/b/src/336185346/17883503340201876185.mp4,-0.030092215165495872,16.287007808299187,-15.820349106576485,-16.027846081230447,-0.20749697465396189,-11.022082210918649,-11.602633894803812,68.08598140942499,0.007728058798097709,0.054096411586683955,1.1783398184176395,0.005762242139491039,0.10640521429755352,0.13766726570717916,0.45930081855381555,0.45,-23.89722576940775,0.0,-28.060418994225397,0.0,7.557677549592317e-07,1.4818262226037244e-06,ok,False,0.005762242139491039,0.0,0.0,0.0,0.0
10,3496,4.347266724687632,14.458632319349688,9.857061998358528,-14.865955462356048,-29.148725292267425,-1.2300601678657799,4.347266724687632,75.6110462459874,52.268487313913226,79.75493313803102,79.75493313803102,26.697205471238505,normal,16.31298689575344,normal,10.1006875,1.1500000000000001,-16.096015630221828,-17.07107163067369,0.0,0.075,-0.2554003894329071,0.3,0.0005833297702417781,0.03504380475594493,17883654585152315193.mp4,12.077653661593736,unlabeled,0.5888009100573103,e9af82b76a3af6cd3014af912e41b9be,normal,10.031028301146991,0.5,79.79218990759124,-20.064082438620726,-10.033054137473735,1,-42.110828995321164,-30.95965131729345,-23.195174635047763,-17.10932594705042,-14.246710301036606,-12.396670470608553,-11.760993893221846,/b/src/336185346/17883654585152315193.mp4,-0.2554003894329071,13.110578783350379,-25.158342662260054,-14.960310598324371,10.198032063935683,-20.323019511002514,-16.568387285186347,9.577970297029703,0.09591584158415842,1.16615099009901,4.405631188118812,0.005504129174167695,0.1116520933174966,0.13612157241708822,0.597861344572724,0.45,-7.673476729489991,0.0,-12.0587684560656,0.040625,0.00496767774876919,0.0004340571275466133,ok,False,0.005504129174167695,2.4752475247524752,0.0,0.0,0.0
94,6851,42.37859053426375,27.130494057012395,33.27211830467873,-25.66281965227502,-38.53553013722872,20.245564494119492,27.130494057012395,36.38160099545196,40.03573335305555,39.84126166862403,40.6223461415612,24.315769786642434,normal,21.834411625018088,normal,94.8230625,1.1,-5.417255158155529,-20.27126693240858,0.0,0.0,-6.134129047393799,0.0,0.021149820970046113,0.16145181476846057,17882984412463159365.webm,18.26426320482014,unlabeled,0.6127656094891365,8814261780aed327807ec51937dd78fd,normal,16.663327876008225,39.900000000000006,20.55506314276212,-29.659482901309985,-12.99615502530176,2,-43.93687684836749,-38.584548203878406,-31.097202786681642,-25.728581729294028,-20.679058565552396,-18.936434024427747,-16.105980151113805,/b/src/336185346/17882984412463159365.webm,-3.586449384689331,19.7968966354967,-33.39871507855341,-22.631705453849534,10.767009624703874,-30.753632663489654,-25.42086100970742,0.591376582278481,0.0,0.012856012658227849,0.12569224683544306,0.005496481702622587,0.4658230276958694,0.4658230276958694,0.830196915684999,1.55,-8.648568001421737,0.0,-20.096689072159496,0.0,6.309708375026551e-05,0.008287564455503313,ok,False,0.005496481702622587,0.05274261603375527,0.0,0.0,0.0
53,8199,-0.5697284642616545,34.826457812347606,1.5329727033299587,-6.942024244267183,-36.278669512890254,-1.4781642053844068,-0.5697284642616545,45.0589809985678,37.935794537411255,36.225304449020854,49.04951499278261,22.034082806316803,normal,20.456003751646833,normal,53.7513125,29.150000000000002,-8.42018844965159,-19.843373931672595,0.0,0.0,-10.907089233398438,0.0,0.002002504413698787,0.1151439299123905,17882997637261376198.webm,16.43529558121766,unlabeled,0.6658226510613703,c8c4524fce5f286941d4f52282162911,normal,8.803292380717675,19.1,29.32789117554119,-27.143239856353404,-18.33994747563573,1,-55.29101263554357,-43.9014832162447,-30.551502514797303,-23.309653000634363,-20.524622904758832,-19.371899039970682,-17.47063931352018,/b/src/336185346/17882997637261376198.webm,-4.360329627990723,14.430948488857897,-35.926761904612576,-19.918547291851457,16.00821461276112,-28.855997945284926,-24.816333379637555,0.31372093023255815,0.0,0.0019767441860465114,0.04046511627906976,0.005478108355588327,0.4363760872834917,0.49752382400731177,0.5754337138742233,0.55,-4.7977060839819075,0.0,-33.72908846407476,0.0,3.552597822884909e-08,0.0007752349736584543,ok,False,0.005478108355588327,0.0,0.0,0.0,0.0
181,8750,16.17574446026606,3.7271871046707856,5.130997035705736,-6.805160904529492,-40.67026837631626,1.488340716264152,3.7271871046707856,68.31622541943631,41.945495957532685,54.99502549129174,71.26409690308795,22.36134638165133,normal,18.57635783686777,normal,181.138875,41.95,-5.31682018826534,-19.758610811897768,0.0,0.0,-7.664118766784668,0.0,0.0035376659279790826,0.16833541927409262,17883494374140561343.mp4,20.91165756441849,unlabeled,0.562990463726476,5e5721c7d0d96f422709808f3a61e550,normal,10.528077557097376,17.2,48.35318403791976,-26.983234011217256,-16.45515645411988,1,-41.99954192102431,-35.20486020112677,-27.99012887310492,-23.653921449597235,-20.84821933742165,-19.390277945701698,-17.15566684343588,/b/src/336185346/17883494374140561343.mp4,-6.493696212768555,12.932523653133433,-41.283914881821346,-20.74260814893802,20.541306732883324,-28.075708315962302,-25.070054049636326,0.4000207067918277,0.0,0.0,0.052112092766427386,0.005455758705506328,0.10680412041718342,0.28183468517521215,0.4842372241498809,0.5,-8.664100630722643,0.0,-22.285240209888943,0.0,1.9054918289442643e-05,0.011952479878488534,ok,False,0.005455758705506328,0.0,0.0,0.0,0.0
24,9997,5.101792134793353,14.441681243625151,15.169717147471234,-10.002891062353996,-30.236238484020767,-3.378987447006052,5.101792134793353,30.89173201119725,24.052746983241253,24.76458104162963,27.66741359289137,13.823767261253433,normal,27.49730214574249,normal,24.2773125,15.65,-13.381878509360048,-17.678384660924166,0.0,0.01875,-0.7212191224098206,0.1,0.0030726516834660004,0.0688360450563204,17883503341152539975.mp4,12.5578538230966,unlabeled,0.5033823123981114,aaaa7b36a35fc25f02801aa1bf819cd1,normal,25.254385200274328,21.8,21.752803168793992,-39.373765737616,-14.11938053734167,2,-53.69408671979418,-50.629423014936656,-40.638052410064034,-31.38577674680502,-24.935233386938705,-22.188202171337906,-15.629813420346437,/b/src/336185346/17883503341152539975.mp4,-0.7189461588859558,27.97286634884228,-30.151864693807852,-17.070184509227854,13.081680184579998,-39.88844689255106,-28.216248304628447,0.3646907216494846,0.005927835051546392,0.038402061855670105,0.14213917525773195,0.005389953136309683,0.18713704603146072,0.2001841910717861,0.5664877764354086,2.0,-16.61334416217229,0.0,-42.26268616849603,0.0,3.073315147492539e-10,0.0009646380324296512,ok,False,0.005389953136309683,0.0,0.0,0.0,0.0
23,3421,3.880154966490857,7.909259394846622,0.4235855754541724,-7.9180828347806225,-12.78538384157208,-2.737878248528827,0.4235855754541724,41.085864064879615,42.57107370234543,40.676734563236096,42.14173033710364,38.77613487350309,normal,12.870589886119086,normal,23.661125,22.200000000000003,-10.65596108330945,-11.65826069282513,0.0,0.06874999999999999,-0.5593960881233215,0.0,0.01794008986357986,0.08823529411764705,17882910606891101170.mp4,1.1271231487469517,unlabeled,0.37546572880164103,97c38147466983a9ed288cf940ff506b,normal,2.563366648432016,0.1,8.261633021779788,-12.186517210840044,-9.623150562408028,0,-14.452107478624509,-13.498071451567798,-12.538398223283053,-11.679771554922523,-10.807332074444192,-10.313019733911963,-9.551166267276612,/b/src/336185346/17882910606891101170.mp4,0.6594240665435791,3.2880970267650103,-12.26834995804711,-11.15698913691496,1.1113608211321502,-12.425978504882094,-12.211165819575507,29.54307610993657,0.5918340380549683,4.491939746300211,14.529466173361522,0.005254638939109328,0.3237329970528412,0.3237329970528412,0.3188577281886026,1.35,-5.239489425583319,0.0,-12.182102142500081,0.0125,0.005254638939109328,0.08471116579028598,ok,False,0.001255314319298328,34.24947145877378,0.0,0.0,0.0
39,4211,-1.1776929070947062,10.624363082746967,-7.544083333494619,-5.9195201957835195,-12.188791348222765,-12.593434153435247,-7.544083333494619,11.234253370420038,10.909857774181415,10.243876213200986,10.754227352518487,7.04767662321558,normal,10.807512580811785,normal,39.4275,16.1,-18.512954349218766,-8.597277215161771,0.0,2.64375,0.331459105014801,0.0,0.00412224658534577,0.022528160200250315,17883610291612389703.mp4,3.5915141330609934,unlabeled,0.5194157734112608,c4e8d6335efdde644bed1300d307339b,normal,5.14949826249034,15.9,7.30870086625403,-10.382393012891981,-5.232894750401641,1,-15.302771969018226,-13.564457431099678,-12.118761567007635,-11.061601588034359,-9.961891808439788,-9.16479996254412,-8.240084242985613,/b/src/336185346/17883610291612389703.mp4,0.7842884063720703,4.452197979999501,-12.332360704090172,-6.360847910209034,5.971512793881138,-10.636750927358461,-10.023224174439715,39.32986992385787,3.38880076142132,12.420685279187817,25.14427347715736,0.00510756507703536,0.3784246613444138,0.3784246613444138,0.5487467398535775,2.0,-4.436242549903774,0.0,-12.062237385056989,0.015625,0.00510756507703536,0.007135923886136054,ok,False,0.005073539635797305,46.954314720812185,0.0,0.0,4.060913705583756
